store_id,item_id,avg_daily_prediction,sales_volatility,safety_stock,reorder_point
store_1,item_1,44.16965678607959,13.78178722160291,40.0,173.0
store_1,item_10,22.72596000815416,7.659591440850871,22.0,91.0
store_1,item_11,24.638366181669078,8.033184441468256,23.0,97.0
store_1,item_12,20.86718576342286,6.9793861947848095,20.0,83.0
store_1,item_13,39.71009962252439,12.164276123915727,35.0,155.0
store_1,item_14,23.525131021790372,7.485507536126152,22.0,93.0
store_1,item_15,21.292576461584613,7.019716240476169,21.0,85.0
store_1,item_16,30.294313993502175,9.474276669637735,28.0,119.0
store_1,item_17,16.556094801638064,5.593972223682367,16.0,66.0
store_1,item_18,38.22081946638486,11.732085587933508,34.0,149.0
store_1,item_19,14.883900420078115,5.251783567078231,16.0,61.0
store_1,item_2,37.680537747217834,11.961453467044512,35.0,149.0
store_1,item_20,44.37594932973711,13.606669799010684,39.0,173.0
store_1,item_21,37.5513387152655,11.614053187792518,34.0,147.0
store_1,item_22,18.47619583075057,6.225374244928287,18.0,74.0
store_1,item_23,13.054240722719896,4.47537433181968,13.0,53.0
store_1,item_24,39.19782366925999,12.309781915537743,36.0,154.0
store_1,item_25,35.534174342235794,10.805720750326419,31.0,138.0
store_1,item_26,36.03522545802315,11.289394475152495,33.0,142.0
store_1,item_27,37.58754862626526,11.73933863965299,34.0,147.0
store_1,item_28,14.926642818317463,5.30035234083454,16.0,61.0
store_1,item_29,23.83535206715003,7.546608912000417,22.0,94.0
store_1,item_3,42.88093880486666,13.51918962914204,39.0,168.0
store_1,item_30,15.76104797208189,5.4734411559643465,16.0,64.0
store_1,item_31,40.826387057804304,12.772275259347513,37.0,160.0
store_1,item_32,32.99085836011115,10.170073867406465,30.0,129.0
store_1,item_33,23.069847089502016,7.366666593188977,22.0,92.0
store_1,item_34,14.704496093762842,5.059893378299935,15.0,60.0
store_1,item_35,22.429036349726342,7.372422162551275,22.0,90.0
store_1,item_36,22.940851887978443,7.543116706777063,22.0,91.0
store_1,item_37,36.13263893054676,11.514280054142821,33.0,142.0
store_1,item_38,33.59620887245409,10.461554535623742,30.0,131.0
store_1,item_39,41.29596682934698,12.636614639033814,37.0,161.0
store_1,item_4,41.60432694247839,12.84906077413654,37.0,162.0
store_1,item_40,27.83888466597437,8.604868990713811,25.0,109.0
store_1,item_41,16.18020981858566,5.517754718094813,16.0,65.0
store_1,item_42,35.71083792640672,11.2152926962979,33.0,141.0
store_1,item_43,37.291729466426936,11.766055145247885,34.0,146.0
store_1,item_44,30.489668023664635,9.512476206838532,28.0,120.0
store_1,item_45,37.687529934806776,11.716631174806386,34.0,148.0
store_1,item_46,28.348044757016112,8.761690268367127,26.0,112.0
store_1,item_47,29.55075004313609,9.422371664523977,27.0,116.0
store_1,item_48,26.046721688409338,8.420202393207155,25.0,104.0
store_1,item_49,13.551208023937914,4.743338746137113,14.0,55.0
store_1,item_5,31.912987243916913,9.908010763293538,29.0,125.0
store_1,item_50,15.785325236344272,5.469737267665525,16.0,64.0
store_1,item_6,43.05463202594621,13.771008484410048,40.0,170.0
store_1,item_7,15.100015795030608,5.179279734540623,15.0,61.0
store_1,item_8,18.467440998496336,6.339790375003161,19.0,75.0
store_1,item_9,13.957910518643178,4.938007965702592,15.0,57.0
store_10,item_1,49.35117408879129,15.673530971165833,45.0,194.0
store_10,item_10,25.989191743670954,8.036012749222742,23.0,101.0
store_10,item_11,28.28422222118123,8.942945834615251,26.0,111.0
store_10,item_12,23.84721022153608,7.64132480378096,22.0,94.0
store_10,item_13,44.75676153846148,14.340387747436981,41.0,176.0
store_10,item_14,27.136775004472188,8.646401603440063,25.0,107.0
store_10,item_15,24.140725439409394,7.835548871245218,23.0,96.0
store_10,item_16,34.36018849301432,10.737127898439075,31.0,135.0
store_10,item_17,18.755571240374707,6.340657080532147,19.0,76.0
store_10,item_18,43.84922715623406,13.890135536390101,40.0,172.0
store_10,item_19,16.385350381733495,5.648338675242588,17.0,67.0
store_10,item_2,42.520669667871125,13.027762125645973,38.0,166.0
store_10,item_20,49.936131368503396,15.940005820696015,46.0,196.0
store_10,item_21,42.66599371541233,13.262768246033888,38.0,166.0
store_10,item_22,20.781249822712432,6.781542020828004,20.0,83.0
store_10,item_23,14.306674330862686,5.092433898238347,15.0,58.0
store_10,item_24,44.362291778342865,14.01742205434359,41.0,175.0
store_10,item_25,40.43669068496588,12.80267811387425,37.0,159.0
store_10,item_26,41.2713768914971,12.67985980302736,37.0,161.0
store_10,item_27,42.74841979483559,13.208893851851984,38.0,167.0
store_10,item_28,16.507759029927605,5.68247867666097,17.0,67.0
store_10,item_29,27.167643754494314,8.729251430581204,25.0,107.0
store_10,item_3,48.1697597295059,14.868196349117486,43.0,188.0
store_10,item_30,17.92310741454748,6.209634681941533,18.0,72.0
store_10,item_31,45.898766637439635,14.498459610881389,42.0,180.0
store_10,item_32,36.98853574077715,11.297951749726968,33.0,144.0
store_10,item_33,25.861577904190078,8.214889461136886,24.0,102.0
store_10,item_34,16.011675910378475,5.436368702387723,16.0,65.0
store_10,item_35,25.48009556762498,8.092222708431601,24.0,101.0
store_10,item_36,25.505696838827774,8.050308568466145,24.0,101.0
store_10,item_37,41.347200318636354,12.854381375367316,37.0,162.0
store_10,item_38,37.58108204337227,11.538074143308926,33.0,146.0
store_10,item_39,46.78459705949377,14.799858531155685,43.0,184.0
store_10,item_4,47.19068123463964,15.11491915252575,44.0,186.0
store_10,item_40,31.961685571345164,9.909791790875836,29.0,125.0
store_10,item_41,17.92385512880395,5.9256051211212,17.0,71.0
store_10,item_42,40.565955100753264,12.483828875344416,36.0,158.0
store_10,item_43,42.38479949868579,12.980700229378234,38.0,166.0
store_10,item_44,34.89771504939095,10.704344867229004,31.0,136.0
store_10,item_45,42.78964491411782,13.537481318424668,39.0,168.0
store_10,item_46,32.033719496124725,10.007636679791357,29.0,126.0
store_10,item_47,33.52150482463927,10.326141906877703,30.0,131.0
store_10,item_48,29.874442627300642,9.40286810705134,27.0,117.0
store_10,item_49,14.862816387305497,5.067079372548794,15.0,60.0
store_10,item_5,36.32440341964891,11.213422841407569,33.0,142.0
store_10,item_50,17.598460996674234,6.115687474963176,18.0,71.0
store_10,item_6,47.803314875218994,14.808277527068029,43.0,187.0
store_10,item_7,16.73654360993556,5.572001824802897,16.0,67.0
store_10,item_8,21.002514760490676,6.820039703955911,20.0,84.0
store_10,item_9,15.3080120633372,5.250726995261083,16.0,62.0
store_11,item_1,37.816921622003235,11.458296861651219,33.0,147.0
store_11,item_10,19.51472806017019,6.434626746418236,19.0,78.0
store_11,item_11,21.38810469400695,6.945407226160513,20.0,85.0
store_11,item_12,18.01197730865086,6.163747851670918,18.0,73.0
store_11,item_13,33.83446817655718,10.724637876667385,31.0,133.0
store_11,item_14,20.293901723508075,6.822837501417592,20.0,81.0
store_11,item_15,18.29564571556515,6.0808108211690515,18.0,73.0
store_11,item_16,25.74754037872534,8.437570972874502,25.0,103.0
store_11,item_17,14.700048916857298,5.178327323163846,15.0,60.0
store_11,item_18,32.98117994223022,10.248693900311196,30.0,129.0
store_11,item_19,13.30750568488539,4.661954909131027,14.0,54.0
store_11,item_2,32.2487194482034,9.892420453299108,29.0,126.0
store_11,item_20,38.49729408111724,12.03698643785604,35.0,151.0
store_11,item_21,32.201986635666685,10.032552909309162,29.0,126.0
store_11,item_22,16.150338323495266,5.496599557201247,16.0,65.0
store_11,item_23,12.154742079633513,4.124664934790492,12.0,49.0
store_11,item_24,33.436583731903546,10.57809339457589,31.0,132.0
store_11,item_25,30.226898596821183,9.557918118834912,28.0,119.0
store_11,item_26,30.978439296967487,9.749272119741617,28.0,121.0
store_11,item_27,32.56500569621059,10.34795601680857,30.0,128.0
store_11,item_28,13.271605012268099,4.602185898335726,14.0,54.0
store_11,item_29,20.33600058830055,6.838673147028679,20.0,82.0
store_11,item_3,37.061876193273946,11.330776711332899,33.0,145.0
store_11,item_30,14.135624107026482,4.804690435008853,14.0,57.0
store_11,item_31,34.93442651482817,10.828936604448751,31.0,136.0
store_11,item_32,27.95095319495409,8.829021734832516,26.0,110.0
store_11,item_33,19.40152181115101,6.516641001123148,19.0,78.0
store_11,item_34,13.11048582709616,4.696974609054566,14.0,54.0
store_11,item_35,19.001023112432012,6.399561411359158,19.0,77.0
store_11,item_36,19.69917688032094,6.6600227799772025,20.0,80.0
store_11,item_37,31.116362480025636,9.80033164550904,29.0,123.0
store_11,item_38,28.314024047326797,9.101867092162028,27.0,112.0
store_11,item_39,35.44440797994922,11.171963931612195,32.0,139.0
store_11,item_4,35.933214305143736,11.124028878603688,32.0,140.0
store_11,item_40,23.941284149960058,7.915869740712736,23.0,95.0
store_11,item_41,14.54727223100293,5.112487187500217,15.0,59.0
store_11,item_42,30.596814160389727,9.817559700344944,29.0,121.0
store_11,item_43,32.2159156557211,10.263233049902222,30.0,127.0
store_11,item_44,26.21594522191195,8.586297654694237,25.0,104.0
store_11,item_45,32.3239227073475,10.130631776363746,29.0,126.0
store_11,item_46,24.344531315196228,7.912806955669528,23.0,97.0
store_11,item_47,25.34055056745975,8.048642662466845,24.0,101.0
store_11,item_48,22.17290163483234,6.957099548742248,20.0,87.0
store_11,item_49,12.602067982743252,4.373454761790282,13.0,51.0
store_11,item_5,27.33444772087014,8.679227694450944,25.0,108.0
store_11,item_50,14.121817004277405,4.915172329175488,15.0,58.0
store_11,item_6,36.47602185743069,11.14920001266401,32.0,142.0
store_11,item_7,13.738340718481712,4.840337041711224,14.0,56.0
store_11,item_8,15.95664088761278,5.496892062965112,16.0,64.0
store_11,item_9,12.939068250676488,4.429945935420902,13.0,52.0
store_12,item_1,52.740756543191964,16.853483310636413,49.0,208.0
store_12,item_10,28.26279515523629,9.093109665874525,26.0,111.0
store_12,item_11,30.94456751839509,9.280960574257222,27.0,120.0
store_12,item_12,25.733697671535353,8.365340875556972,24.0,102.0
store_12,item_13,48.392363075790655,15.161938556679297,44.0,190.0
store_12,item_14,29.679702603855382,9.204282106669798,27.0,117.0
store_12,item_15,26.707176971103603,8.759349130709488,26.0,107.0
store_12,item_16,37.39572289387749,11.578156094686356,34.0,147.0
store_12,item_17,20.35461546963983,6.524376354882503,19.0,81.0
store_12,item_18,47.56681288358633,14.97729605754504,43.0,186.0
store_12,item_19,17.87125648362101,5.845868855345826,17.0,71.0
store_12,item_2,46.625482194742,14.581624403285337,42.0,182.0
store_12,item_20,52.92142130139754,16.61051165036342,48.0,207.0
store_12,item_21,46.66285555014636,14.88864987371131,43.0,183.0
store_12,item_22,22.834683651461344,7.192338141943546,21.0,90.0
store_12,item_23,15.33348607010531,5.311139199786539,16.0,63.0
store_12,item_24,47.69597328131084,14.561832094665474,42.0,186.0
store_12,item_25,44.38766711153685,14.104152000401921,41.0,175.0
store_12,item_26,44.61488233718072,13.776706063330561,40.0,174.0
store_12,item_27,46.520412380607965,14.567421267081162,42.0,182.0
store_12,item_28,17.822321385089733,6.006888415458484,18.0,72.0
store_12,item_29,29.794717736208877,9.427742794154787,27.0,117.0
store_12,item_3,51.78044808507522,16.221436740548018,47.0,203.0
store_12,item_30,19.355724878967525,6.236590426605342,18.0,77.0
store_12,item_31,49.66830670957168,15.633724527401998,45.0,195.0
store_12,item_32,40.613731668757616,12.420662986053715,36.0,158.0
store_12,item_33,28.62497356455126,9.122438312566501,27.0,113.0
store_12,item_34,17.515376405562307,5.932404368900128,17.0,70.0
store_12,item_35,27.655472759297027,8.802302937508614,26.0,109.0
store_12,item_36,28.34108169430792,8.990759735211675,26.0,112.0
store_12,item_37,44.55954482810093,13.488258937193713,39.0,173.0
store_12,item_38,41.148490426942615,12.664302853648769,37.0,161.0
store_12,item_39,50.174172148106706,15.595865422091968,45.0,196.0
store_12,item_4,50.47037670418479,15.795252474455554,46.0,198.0
store_12,item_40,34.90083675114168,10.974442027387656,32.0,137.0
store_12,item_41,19.951448017523955,6.447016236907991,19.0,79.0
store_12,item_42,44.021594774892655,13.761896715646321,40.0,173.0
store_12,item_43,46.009464821931395,14.167807669563718,41.0,180.0
store_12,item_44,38.21534692391914,11.578393632234906,34.0,149.0
store_12,item_45,46.79655367885747,14.416468449854744,42.0,183.0
store_12,item_46,35.63979829140754,11.128728357947468,32.0,139.0
store_12,item_47,36.57481648481237,11.328829638010669,33.0,143.0
store_12,item_48,32.4508456623455,9.975841850493866,29.0,127.0
store_12,item_49,15.955479337794266,5.312845122157458,16.0,64.0
store_12,item_5,39.6483188687586,12.078647698299715,35.0,154.0
store_12,item_50,19.19673055237615,6.458375087737363,19.0,77.0
store_12,item_6,51.21917355273186,16.353745737296723,47.0,201.0
store_12,item_7,18.28750000563648,6.117823846371704,18.0,73.0
store_12,item_8,22.825560173175425,7.463277998644666,22.0,91.0
store_12,item_9,16.71571067659827,5.845417926362846,17.0,68.0
store_13,item_1,50.99778701098825,15.891013015238054,46.0,199.0
store_13,item_10,27.196062165123337,8.6753632654236,25.0,107.0
store_13,item_11,29.410835151054876,9.165441500766503,27.0,116.0
store_13,item_12,24.901931844519712,8.164014384082053,24.0,99.0
store_13,item_13,46.67244695414876,14.53597802413956,42.0,183.0
store_13,item_14,28.020031130055905,8.966875262599952,26.0,111.0
store_13,item_15,25.588662137441318,8.300641918300048,24.0,101.0
store_13,item_16,35.7199419653154,10.987705011572585,32.0,140.0
store_13,item_17,19.531593438199145,6.44434672346157,19.0,78.0
store_13,item_18,45.77099900179971,14.285496676456193,41.0,179.0
store_13,item_19,17.09906568306641,5.796250276325228,17.0,69.0
store_13,item_2,44.59979412098831,14.203352933233564,41.0,175.0
store_13,item_20,51.59760854499326,16.623853206987125,48.0,203.0
store_13,item_21,44.26265553217935,13.649833750921976,40.0,173.0
store_13,item_22,21.914094316098694,7.287419520697772,21.0,87.0
store_13,item_23,14.802479024828871,5.164506842808958,15.0,60.0
store_13,item_24,46.250523386172446,14.195692541504956,41.0,180.0
store_13,item_25,42.072293306813954,12.865747060009436,37.0,164.0
store_13,item_26,42.79155762689205,13.40651156508412,39.0,168.0
store_13,item_27,44.4482148576464,13.812240018693274,40.0,174.0
store_13,item_28,16.978075705684102,5.738911482182806,17.0,68.0
store_13,item_29,28.064134044165154,8.78267303189272,26.0,111.0
store_13,item_3,50.1585461041662,15.449320442172315,45.0,196.0
store_13,item_30,18.5754451838948,6.309529202000291,19.0,75.0
store_13,item_31,47.683950717242965,14.875385530107605,43.0,187.0
store_13,item_32,38.647690259866906,12.015671525560387,35.0,151.0
store_13,item_33,27.262570102827546,8.697471617641625,25.0,107.0
store_13,item_34,16.741680055162234,5.8328789079053776,17.0,68.0
store_13,item_35,26.681117954210812,8.6699783666902,25.0,106.0
store_13,item_36,27.25114642594588,8.623347766497064,25.0,107.0
store_13,item_37,42.980788813468045,13.491640227803407,39.0,168.0
store_13,item_38,39.699833315442504,12.260250898773794,36.0,156.0
store_13,item_39,48.62818362395612,14.824633801752586,43.0,189.0
store_13,item_4,49.05030405956808,15.78034376062971,46.0,194.0
store_13,item_40,32.845694152436884,9.977335576235014,29.0,128.0
store_13,item_41,18.575972363251132,6.231441395514825,18.0,74.0
store_13,item_42,42.42238763145104,13.075639782788874,38.0,166.0
store_13,item_43,44.02644716836034,13.697596042554888,40.0,173.0
store_13,item_44,36.657504193875184,11.407882384479425,33.0,143.0
store_13,item_45,44.09571216475747,13.732555768700145,40.0,173.0
store_13,item_46,34.05540673054021,10.728596937500221,31.0,134.0
store_13,item_47,34.97800545326772,10.805782596197814,31.0,136.0
store_13,item_48,31.168956660616463,9.644236018191222,28.0,122.0
store_13,item_49,15.462273945312825,5.335659125704115,16.0,63.0
store_13,item_5,38.112943891868106,12.189976828916368,35.0,150.0
store_13,item_50,18.28167415762752,6.427469871568759,19.0,74.0
store_13,item_6,49.60302005339906,16.17189673332961,47.0,196.0
store_13,item_7,17.64115468064732,6.190731849171172,18.0,71.0
store_13,item_8,21.88425348591598,7.1924085231413395,21.0,87.0
store_13,item_9,16.2552141998771,5.7124895842729115,17.0,66.0
store_14,item_1,41.21114971391265,12.723612212039527,37.0,161.0
store_14,item_10,21.27968744934899,6.83575469446895,20.0,84.0
store_14,item_11,23.271173642692364,7.67149620800331,22.0,92.0
store_14,item_12,19.584057430706437,6.568001161883034,19.0,78.0
store_14,item_13,37.23120391622305,11.370485971365909,33.0,145.0
store_14,item_14,22.22164228598803,7.240489014610878,21.0,88.0
store_14,item_15,19.92856754981084,6.6876401668864665,20.0,80.0
store_14,item_16,28.009770408991677,8.594543318453827,25.0,110.0
store_14,item_17,15.774706303506402,5.3573060153236645,16.0,64.0
store_14,item_18,35.98598731095591,11.129897062701792,32.0,140.0
store_14,item_19,14.164515964363117,4.903774603327437,15.0,58.0
store_14,item_2,35.36083913711567,11.19643095758809,32.0,139.0
store_14,item_20,41.614768473324716,12.965228807817411,38.0,163.0
store_14,item_21,35.31027822691321,10.922369487162216,32.0,138.0
store_14,item_22,17.264204295313437,5.786086242326883,17.0,69.0
store_14,item_23,12.59053735780494,4.248630471808378,13.0,51.0
store_14,item_24,36.952929143987795,11.413078098109192,33.0,144.0
store_14,item_25,33.33209220730522,10.530851763596539,31.0,131.0
store_14,item_26,34.101779546086306,10.753940403970589,31.0,134.0
store_14,item_27,35.286977217158224,11.094596728689732,32.0,138.0
store_14,item_28,14.325760088355022,5.07113759569385,15.0,58.0
store_14,item_29,22.34309532386284,7.290637191300448,21.0,89.0
store_14,item_3,40.27547579257968,12.29681939551825,36.0,157.0
store_14,item_30,15.258678967664155,5.200419389852676,15.0,61.0
store_14,item_31,37.63259003814856,11.536872295672064,33.0,146.0
store_14,item_32,30.58069146051409,9.510654637420796,28.0,120.0
store_14,item_33,21.338779159790526,6.852408488426915,20.0,85.0
store_14,item_34,14.046193346407234,4.83329224404664,14.0,57.0
store_14,item_35,20.93992321825517,6.827841045543124,20.0,83.0
store_14,item_36,21.269993352343647,6.832763919814984,20.0,84.0
store_14,item_37,33.8289652699284,10.63504977211735,31.0,133.0
store_14,item_38,30.699257751222436,9.44440562051007,27.0,120.0
store_14,item_39,38.8280386238559,11.934284160592625,35.0,152.0
